Time		V		A		Wh		Ah	CA_Ah
25:34.5		39.29		5.67		102.9		2.57	54.28
25:35.5		39.28		5.67		103.0		2.57	54.28
25:36.5		39.28		5.68		103.1		2.57	54.28
25:37.6		39.28		5.67		103.1		2.57	54.29
25:38.5		39.29		5.66		103.2		2.57	54.29
25:39.5		39.29		5.68		103.3		2.57	54.29
25:40.5		39.29		5.68		103.3		2.58	54.29
25:41.5		39.28		5.68		103.4		2.58	54.29
25:42.5		39.29		5.67		103.4		2.58	54.30
25:43.5		39.28		5.67		103.5		2.58	54.30
25:44.5		39.28		5.67		103.6		2.58	54.30
25:45.5		39.28		5.67		103.6		2.58	54.30
25:46.5		39.28		5.66		103.7		2.59	54.30
25:47.5		39.28		5.66		103.8		2.59	54.30
25:48.5		39.29		5.67		103.8		2.59	54.30
25:49.5		39.28		5.67		103.9		2.59	54.31
25:50.5		39.28		5.67		103.9		2.59	54.31
25:51.5		39.28		5.66		104.0		2.59	54.31
25:52.5		39.28		5.66		104.1		2.60	54.31
25:53.5		39.28		5.65		104.1		2.60	54.31
25:54.5		39.28		5.68		104.2		2.60	54.31
25:55.5		39.28		5.67		104.2		2.60	54.31
25:56.5		39.28		5.67		104.3		2.60	54.32
25:57.5		39.28		5.66		104.4		2.60	54.32
25:58.5		39.28		5.66		104.4		2.60	54.32
25:59.5		39.28		5.67		104.5		2.61	54.32
26:00.5		39.28		5.67		104.6		2.61	54.32
26:01.5		39.28		5.65		104.6		2.61	54.32
26:02.5		39.28		5.66		104.7		2.61	54.33
26:03.5		39.28		5.67		104.7		2.61	54.33
26:04.5		39.28		5.67		104.8		2.61	54.33
26:05.5		39.28		5.67		104.9		2.62	54.33
26:06.5		39.28		5.66		104.9		2.62	54.33
26:07.5		39.28		5.67		105.0		2.62	54.33
26:08.5		39.28		5.66		105.1		2.62	54.34
26:09.5		39.27		5.66		105.1		2.62	54.34
26:10.5		39.27		5.66		105.2		2.62	54.34
26:11.5		39.27		5.68		105.2		2.62	54.34
26:12.5		39.26		5.67		105.3		2.63	54.34
26:13.5		39.26		5.67		105.4		2.63	54.34
26:14.5		39.25		5.66		105.4		2.63	54.34
26:15.5		39.25		5.66		105.5		2.63	54.35
26:16.5		39.24		5.67		105.5		2.63	54.35
26:17.5		39.23		5.67		105.6		2.63	54.35
26:18.5		39.23		5.65		105.7		2.64	54.35
26:19.5		39.22		5.66		105.7		2.64	54.35
26:20.5		39.21		5.67		105.8		2.64	54.35
26:21.5		39.20		5.67		105.9		2.64	54.36
26:22.5		39.20		5.68		105.9		2.64	54.36
26:23.5		39.19		5.66		106.0		2.64	54.36
26:24.5		39.18		5.67		106.0		2.65	54.36
26:25.5		39.17		5.67		106.1		2.65	54.36
26:26.5		39.17		5.66		106.2		2.65	54.36
26:27.5		39.16		5.67		106.2		2.65	54.37
26:28.5		39.16		5.65		106.3		2.65	54.37
26:29.5		39.15		5.66		106.3		2.65	54.37
26:30.5		39.15		5.66		106.4		2.65	54.37
26:31.5		39.15		5.66		106.5		2.66	54.37
26:32.5		39.15		5.68		106.5		2.66	54.37
26:33.5		39.14		5.65		106.6		2.66	54.38
26:34.5		39.14		5.67		106.7		2.66	54.38
26:35.5		39.14		5.67		106.7		2.66	54.38
26:36.5		39.14		5.66		106.8		2.66	54.38
26:37.5		39.14		5.67		106.8		2.67	54.38
26:38.5		39.14		5.66		106.9		2.67	54.38
26:39.5		39.14		5.66		107.0		2.67	54.38
26:40.5		39.14		5.66		107.0		2.67	54.39
26:41.5		39.14		5.67		107.1		2.67	54.39
26:42.5		39.14		5.66		107.1		2.67	54.39
26:43.5		39.14		5.66		107.2		2.68	54.39
26:44.5		39.14		5.65		107.3		2.68	54.39
26:45.5		39.14		5.67		107.3		2.68	54.39
26:46.5		39.14		5.66		107.4		2.68	54.40
26:47.5		39.14		5.65		107.5		2.68	54.40
26:48.5		39.14		5.66		107.5		2.68	54.40
26:49.5		39.14		5.66		107.6		2.68	54.40
26:50.5		39.14		5.66		107.6		2.69	54.40
26:51.5		39.14		5.65		107.7		2.69	54.40
26:52.5		39.14		5.67		107.8		2.69	54.40
26:53.5		39.14		5.66		107.8		2.69	54.41
26:54.5		39.14		5.66		107.9		2.69	54.41
26:55.5		39.14		5.65		107.9		2.69	54.41
26:56.5		39.14		5.66		108.0		2.70	54.41
26:57.5		39.14		5.66		108.1		2.70	54.41
26:58.5		39.14		5.66		108.1		2.70	54.41
26:59.5		39.14		5.65		108.2		2.70	54.41
27:00.5		39.14		5.66		108.3		2.70	54.42
27:01.5		39.14		5.65		108.3		2.70	54.42
27:02.5		39.13		5.66		108.4		2.71	54.42
27:03.5		39.14		5.66		108.4		2.71	54.42
27:04.5		39.14		5.66		108.5		2.71	54.42
27:05.5		39.14		5.66		108.6		2.71	54.42
27:06.5		39.14		5.66		108.6		2.71	54.43
27:07.5		39.14		5.66		108.7		2.71	54.43
27:08.5		39.14		5.67		108.7		2.71	54.43
27:09.5		39.14		5.66		108.8		2.72	54.43
27:10.5		39.14		5.65		108.9		2.72	54.43
27:11.5		39.13		5.65		108.9		2.72	54.43
27:12.5		39.14		5.66		109.0		2.72	54.44
27:13.5		39.14		5.65		109.1		2.72	54.44
27:14.5		39.14		5.65		109.1		2.72	54.44
27:15.5		39.13		5.66		109.2		2.73	54.44
27:16.5		39.13		5.66		109.2		2.73	54.44
27:17.5		39.14		5.67		109.3		2.73	54.44
27:18.5		39.14		5.65		109.4		2.73	54.45
27:19.5		39.14		5.66		109.4		2.73	54.45
27:20.5		39.14		5.65		109.5		2.73	54.45
27:21.5		39.14		5.66		109.5		2.74	54.45
27:22.5		39.14		5.64		109.6		2.74	54.45
27:23.5		39.14		5.67		109.7		2.74	54.45
27:24.5		39.14		5.66		109.7		2.74	54.45
27:25.5		39.14		5.65		109.8		2.74	54.46
27:26.5		39.14		5.67		109.9		2.74	54.46
27:27.5		39.14		5.65		109.9		2.74	54.46
27:28.5		39.14		5.66		110.0		2.75	54.46
27:29.5		39.14		5.65		110.0		2.75	54.46
27:30.5		39.13		5.65		110.1		2.75	54.46
27:31.5		39.14		5.66		110.2		2.75	54.47
27:32.5		39.14		5.65		110.2		2.75	54.47
27:33.5		39.14		5.64		110.3		2.75	54.47
27:34.5		39.13		5.66		110.3		2.76	54.47
27:35.5		39.14		5.66		110.4		2.76	54.47
27:36.5		39.14		5.66		110.5		2.76	54.47
27:37.5		39.13		5.67		110.5		2.76	54.48
27:38.5		39.14		5.65		110.6		2.76	54.48
27:39.5		39.13		5.66		110.7		2.76	54.48
27:40.5		39.13		5.65		110.7		2.76	54.48
27:41.5		39.14		5.65		110.8		2.77	54.48
27:42.5		39.14		5.67		110.8		2.77	54.48
27:43.5		39.13		5.65		110.9		2.77	54.48
27:44.5		39.13		5.65		111.0		2.77	54.49
27:45.5		39.14		5.65		111.0		2.77	54.49
27:46.5		39.13		5.65		111.1		2.77	54.49
27:47.5		39.13		5.65		111.1		2.78	54.49
27:48.5		39.13		5.65		111.2		2.78	54.49
27:49.5		39.13		5.64		111.3		2.78	54.49
27:50.5		39.14		5.64		111.3		2.78	54.49
27:51.5		39.14		5.65		111.4		2.78	54.50
27:52.5		39.14		5.66		111.5		2.78	54.50
27:53.5		39.13		5.65		111.5		2.79	54.50
27:54.5		39.13		5.66		111.6		2.79	54.50
27:55.5		39.13		5.65		111.6		2.79	54.50
27:56.5		39.14		5.65		111.7		2.79	54.51
27:57.5		39.13		5.66		111.8		2.79	54.51
27:58.5		39.13		5.66		111.8		2.79	54.51
27:59.5		39.14		5.65		111.9		2.79	54.51
28:00.5		39.13		5.65		111.9		2.80	54.51
28:01.5		39.14		5.64		112.0		2.80	54.51
28:02.5		39.13		5.65		112.1		2.80	54.51
28:03.5		39.14		5.65		112.1		2.80	54.52
28:04.5		39.13		5.64		112.2		2.80	54.52
28:05.5		39.13		5.64		112.3		2.80	54.52
28:06.5		39.14		5.65		112.3		2.81	54.52
28:07.5		39.13		5.65		112.4		2.81	54.52
28:08.5		39.13		5.64		112.4		2.81	54.52
28:09.5		39.13		5.65		112.5		2.81	54.52
28:10.5		39.13		5.65		112.6		2.81	54.53
28:11.5		39.13		5.64		112.6		2.81	54.53
28:12.5		39.13		5.65		112.7		2.82	54.53
28:13.5		39.13		5.64		112.7		2.82	54.53
28:14.5		39.13		5.65		112.8		2.82	54.53
28:15.5		39.13		5.65		112.9		2.82	54.53
28:16.5		39.13		5.64		112.9		2.82	54.54
28:17.5		39.13		5.65		113.0		2.82	54.54
28:18.5		39.13		5.64		113.0		2.82	54.54
28:19.5		39.13		5.65		113.1		2.83	54.54
28:20.5		39.13		5.65		113.2		2.83	54.54
28:21.5		39.13		5.65		113.2		2.83	54.54
28:22.5		39.13		5.65		113.3		2.83	54.55
28:23.5		39.13		5.65		113.4		2.83	54.55
28:24.5		39.13		5.65		113.4		2.83	54.55
28:25.5		39.13		5.66		113.5		2.84	54.55
28:26.5		39.13		5.65		113.5		2.84	54.55
28:27.5		39.13		5.64		113.6		2.84	54.55
28:28.5		39.13		5.65		113.7		2.84	54.55
28:29.5		39.13		5.65		113.7		2.84	54.56
28:30.5		39.13		5.65		113.8		2.84	54.56
28:31.5		39.13		5.66		113.8		2.84	54.56
28:32.5		39.12		5.65		113.9		2.85	54.56
28:33.5		39.12		5.65		114.0		2.85	54.56
28:34.5		39.12		5.64		114.0		2.85	54.56
28:35.5		39.11		5.64		114.1		2.85	54.57
28:36.5		39.11		5.63		114.2		2.85	54.57
28:37.5		39.10		5.64		114.2		2.85	54.57
28:38.5		39.09		5.65		114.3		2.86	54.57
28:39.5		39.09		5.64		114.3		2.86	54.57
28:40.5		39.09		5.64		114.4		2.86	54.57
28:41.5		39.08		5.65		114.5		2.86	54.58
28:42.5		39.07		5.65		114.5		2.86	54.58
28:43.5		39.06		5.65		114.6		2.86	54.58
28:44.5		39.06		5.64		114.6		2.87	54.58
28:45.5		39.04		5.65		114.7		2.87	54.58
28:46.5		39.04		5.64		114.8		2.87	54.58
28:47.5		39.03		5.63		114.8		2.87	54.58
28:48.5		39.02		5.64		114.9		2.87	54.59
28:49.5		39.02		5.64		114.9		2.87	54.59
28:50.5		39.01		5.64		115.0		2.87	54.59
28:51.5		39.01		5.65		115.1		2.88	54.59
28:52.5		39.00		5.64		115.1		2.88	54.59
28:53.5		39.00		5.64		115.2		2.88	54.59
28:54.5		38.99		5.63		115.3		2.88	54.60
28:55.5		38.99		5.64		115.3		2.88	54.60
28:56.5		38.99		5.64		115.4		2.88	54.60
28:57.5		38.99		5.64		115.4		2.89	54.60
28:58.5		38.99		5.64		115.5		2.89	54.60
28:59.5		38.99		5.65		115.6		2.89	54.60
29:00.5		38.99		5.64		115.6		2.89	54.60
29:01.5		38.99		5.65		115.7		2.89	54.61
29:02.5		38.99		5.65		115.7		2.89	54.61
29:03.5		38.99		5.64		115.8		2.90	54.61
29:04.5		38.99		5.65		115.9		2.90	54.61
29:05.5		38.99		5.64		115.9		2.90	54.61
29:06.5		38.99		5.65		116.0		2.90	54.61
29:07.5		38.99		5.65		116.0		2.90	54.62
29:08.5		38.99		5.64		116.1		2.90	54.62
29:09.5		38.99		5.64		116.2		2.90	54.62
29:10.5		38.99		5.65		116.2		2.91	54.62
29:11.5		38.99		5.64		116.3		2.91	54.62
29:12.5		38.99		5.65		116.4		2.91	54.62
29:13.5		38.99		5.63		116.4		2.91	54.62
29:14.5		38.99		5.64		116.5		2.91	54.63
29:15.5		38.99		5.64		116.5		2.91	54.63
29:16.5		38.99		5.64		116.6		2.92	54.63
29:17.5		38.99		5.64		116.7		2.92	54.63
29:18.5		38.98		5.64		116.7		2.92	54.63
29:19.5		38.99		5.64		116.8		2.92	54.63
29:20.5		38.99		5.64		116.8		2.92	54.64
29:21.5		38.99		5.63		116.9		2.92	54.64
29:22.5		38.99		5.65		117.0		2.92	54.64
29:23.5		38.98		5.64		117.0		2.93	54.64
29:24.5		38.98		5.62		117.1		2.93	54.64
29:25.5		38.99		5.64		117.1		2.93	54.64
29:26.5		38.99		5.64		117.2		2.93	54.65
29:27.5		38.99		5.65		117.3		2.93	54.65
29:28.5		38.99		5.62		117.3		2.93	54.65
29:29.5		38.98		5.63		117.4		2.94	54.65
29:30.5		38.99		5.62		117.5		2.94	54.65
29:31.5		38.99		5.64		117.5		2.94	54.65
29:32.5		38.99		5.63		117.6		2.94	54.66
29:33.5		38.98		5.64		117.6		2.94	54.66
29:34.5		38.98		5.64		117.7		2.94	54.66
29:35.5		38.98		5.63		117.8		2.95	54.66
29:36.5		38.99		5.64		117.8		2.95	54.66
29:37.5		38.98		5.63		117.9		2.95	54.66
29:38.5		38.99		5.64		117.9		2.95	54.66
29:39.5		38.99		5.64		118.0		2.95	54.67
29:40.5		38.99		5.64		118.1		2.95	54.67
29:41.5		38.99		5.64		118.1		2.95	54.67
29:42.5		38.99		5.63		118.2		2.96	54.67
29:43.5		38.98		5.64		118.2		2.96	54.67
29:44.5		38.99		5.65		118.3		2.96	54.67
29:45.5		38.99		5.63		118.4		2.96	54.67
29:46.5		38.98		5.64		118.4		2.96	54.68
29:47.5		38.99		5.64		118.5		2.96	54.68
29:48.5		38.98		5.63		118.6		2.97	54.68
29:49.5		38.98		5.63		118.6		2.97	54.68
29:50.5		38.98		5.64		118.7		2.97	54.68
29:51.5		38.99		5.64		118.7		2.97	54.68
29:52.5		38.98		5.63		118.8		2.97	54.69
29:53.5		38.98		5.63		118.9		2.97	54.69
29:54.5		38.99		5.63		118.9		2.97	54.69
29:55.5		38.98		5.62		119.0		2.98	54.69
29:56.5		38.99		5.65		119.0		2.98	54.69
29:57.5		38.99		5.64		119.1		2.98	54.69
29:58.5		38.98		5.63		119.2		2.98	54.70
29:59.5		38.99		5.64		119.2		2.98	54.70
30:00.5		38.98		5.64		119.3		2.98	54.70
30:01.5		38.99		5.63		119.3		2.99	54.70
30:02.5		38.99		5.63		119.4		2.99	54.70
30:03.5		38.99		5.63		119.5		2.99	54.70
30:04.5		38.98		5.63		119.5		2.99	54.70
30:05.5		38.99		5.63		119.6		2.99	54.71
30:06.5		38.98		5.65		119.6		2.99	54.71
30:07.5		38.98		5.63		119.7		3.00	54.71
30:08.5		38.98		5.64		119.8		3.00	54.71
30:09.5		38.98		5.63		119.8		3.00	54.71
30:10.5		38.98		5.64		119.9		3.00	54.71
30:11.5		38.98		5.63		120.0		3.00	54.72
30:12.5		38.98		5.63		120.0		3.00	54.72
30:13.5		38.99		5.63		120.1		3.00	54.72
30:14.5		38.98		5.63		120.1		3.01	54.72
30:15.5		38.98		5.62		120.2		3.01	54.72
30:16.5		38.99		5.64		120.3		3.01	54.72
30:17.5		38.98		5.63		120.3		3.01	54.73
30:18.5		38.98		5.61		120.4		3.01	54.73
30:19.5		38.98		5.62		120.4		3.01	54.73
30:20.5		38.98		5.63		120.5		3.02	54.73
30:21.5		38.98		5.62		120.6		3.02	54.73
30:22.5		38.98		5.63		120.6		3.02	54.73
30:23.5		38.98		5.63		120.7		3.02	54.73
30:24.5		38.99		5.61		120.7		3.02	54.74
30:25.5		38.98		5.62		120.8		3.02	54.74
30:26.5		38.98		5.62		120.9		3.02	54.74
30:27.5		38.98		5.64		120.9		3.03	54.74
30:28.5		38.98		5.63		121.0		3.03	54.74
30:29.5		38.98		5.63		121.1		3.03	54.74
30:30.5		38.98		5.64		121.1		3.03	54.74
30:31.5		38.98		5.64		121.2		3.03	54.75
30:32.5		38.98		5.63		121.2		3.03	54.75
30:33.5		38.98		5.63		121.3		3.04	54.75
30:34.5		38.98		5.62		121.4		3.04	54.75
30:35.5		38.98		5.64		121.4		3.04	54.75
30:36.5		38.98		5.62		121.5		3.04	54.76
30:37.5		38.98		5.63		121.5		3.04	54.76
30:38.5		38.98		5.62		121.6		3.04	54.76
30:39.5		38.98		5.63		121.7		3.05	54.76
30:40.5		38.98		5.64		121.7		3.05	54.76
30:41.5		38.98		5.63		121.8		3.05	54.76
30:42.5		38.98		5.62		121.8		3.05	54.76
30:43.5		38.98		5.63		121.9		3.05	54.77
30:44.5		38.98		5.63		122.0		3.05	54.77
30:45.5		38.98		5.63		122.0		3.05	54.77
30:46.5		38.98		5.63		122.1		3.06	54.77
30:47.5		38.98		5.62		122.1		3.06	54.77
30:48.5		38.98		5.62		122.2		3.06	54.77
30:49.5		38.98		5.63		122.3		3.06	54.77
30:50.5		38.98		5.62		122.3		3.06	54.78
30:51.5		38.98		5.63		122.4		3.06	54.78
30:52.5		38.98		5.62		122.5		3.07	54.78
30:53.5		38.98		5.62		122.5		3.07	54.78
30:54.5		38.98		5.63		122.6		3.07	54.78
30:55.5		38.98		5.63		122.6		3.07	54.78
30:56.5		38.98		5.63		122.7		3.07	54.79
30:57.5		38.98		5.62		122.8		3.07	54.79
30:58.5		38.98		5.63		122.8		3.07	54.79
30:59.5		38.98		5.62		122.9		3.08	54.79
31:00.5		38.98		5.62		122.9		3.08	54.79
31:01.5		38.98		5.61		123.0		3.08	54.79
31:02.5		38.98		5.63		123.1		3.08	54.80
31:03.5		38.98		5.62		123.1		3.08	54.80
31:04.5		38.98		5.62		123.2		3.08	54.80
31:05.5		38.98		5.62		123.2		3.09	54.80
31:06.5		38.97		5.62		123.3		3.09	54.80
31:07.5		38.97		5.62		123.4		3.09	54.80
31:08.5		38.97		5.63		123.4		3.09	54.80
31:09.5		38.97		5.62		123.5		3.09	54.81
31:10.5		38.97		5.62		123.5		3.09	54.81
31:11.5		38.96		5.63		123.6		3.10	54.81
31:12.5		38.96		5.63		123.7		3.10	54.81
31:13.5		38.96		5.63		123.7		3.10	54.81
31:14.5		38.95		5.62		123.8		3.10	54.81
31:15.5		38.94		5.62		123.9		3.10	54.82
31:16.5		38.94		5.62		123.9		3.10	54.82
31:17.5		38.93		5.62		124.0		3.10	54.82
31:18.5		38.92		5.63		124.0		3.11	54.82
31:19.5		38.91		5.62		124.1		3.11	54.82
31:20.5		38.91		5.63		124.2		3.11	54.82
31:21.5		38.89		5.62		124.2		3.11	54.83
31:22.5		38.89		5.62		124.3		3.11	54.83
31:23.5		38.88		5.63		124.3		3.11	54.83
31:24.5		38.88		5.62		124.4		3.12	54.83
31:25.5		38.87		5.62		124.5		3.12	54.83
31:26.5		38.86		5.62		124.5		3.12	54.83
31:27.5		38.86		5.62		124.6		3.12	54.83
31:28.5		38.85		5.62		124.6		3.12	54.84
31:29.5		38.85		5.61		124.7		3.12	54.84
31:30.5		38.85		5.61		124.8		3.12	54.84
31:31.5		38.85		5.62		124.8		3.13	54.84
31:32.5		38.84		5.62		124.9		3.13	54.84
31:33.5		38.84		5.62		124.9		3.13	54.84
31:34.5		38.84		5.62		125.0		3.13	54.84
31:35.5		38.84		5.62		125.1		3.13	54.85
31:36.5		38.84		5.62		125.1		3.13	54.85
31:37.5		38.84		5.62		125.2		3.14	54.85
31:38.5		38.84		5.62		125.2		3.14	54.85
31:39.5		38.84		5.62		125.3		3.14	54.85
31:40.5		38.84		5.62		125.4		3.14	54.85
31:41.5		38.84		5.60		125.4		3.14	54.86
31:42.5		38.84		5.62		125.5		3.14	54.86
31:43.5		38.84		5.63		125.6		3.15	54.86
31:44.5		38.84		5.63		125.6		3.15	54.86
31:45.5		38.84		5.61		125.7		3.15	54.86
31:46.5		38.84		5.62		125.7		3.15	54.86
31:47.5		38.84		5.63		125.8		3.15	54.87
31:48.5		38.84		5.62		125.9		3.15	54.87
31:49.5		38.84		5.62		125.9		3.15	54.87
31:50.5		38.84		5.61		126.0		3.16	54.87
31:51.5		38.84		5.62		126.0		3.16	54.87
31:52.5		38.84		5.60		126.1		3.16	54.87
31:53.5		38.84		5.61		126.2		3.16	54.88
31:54.5		38.84		5.61		126.2		3.16	54.88
31:55.5		38.84		5.62		126.3		3.16	54.88
31:56.5		38.84		5.61		126.3		3.17	54.88
31:57.5		38.84		5.62		126.4		3.17	54.88
31:58.5		38.84		5.61		126.5		3.17	54.88
31:59.5		38.84		5.61		126.5		3.17	54.88
32:00.5		38.83		5.62		126.6		3.17	54.89
32:01.5		38.83		5.61		126.6		3.17	54.89
32:02.5		38.84		5.61		126.7		3.17	54.89
32:03.5		38.84		5.61		126.8		3.18	54.89
32:04.5		38.84		5.60		126.8		3.18	54.89
32:05.5		38.84		5.61		126.9		3.18	54.89
32:06.5		38.84		5.61		126.9		3.18	54.90
32:07.5		38.84		5.61		127.0		3.18	54.90
32:08.5		38.84		5.61		127.1		3.18	54.90
32:09.5		38.84		5.61		127.1		3.19	54.90
32:10.5		38.83		5.62		127.2		3.19	54.90
32:11.5		38.84		5.61		127.2		3.19	54.90
32:12.5		38.84		5.60		127.3		3.19	54.90
32:13.5		38.83		5.61		127.4		3.19	54.91
32:14.5		38.84		5.63		127.4		3.19	54.91
32:15.5		38.84		5.62		127.5		3.20	54.91
32:16.5		38.84		5.61		127.6		3.20	54.91
32:17.5		38.84		5.61		127.6		3.20	54.91
32:18.5		38.84		5.62		127.7		3.20	54.91
32:19.5		38.84		5.61		127.7		3.20	54.91
32:20.5		38.84		5.61		127.8		3.20	54.92
32:21.5		38.83		5.62		127.9		3.20	54.92
32:22.5		38.83		5.62		127.9		3.21	54.92
32:23.5		38.84		5.61		128.0		3.21	54.92
32:24.5		38.83		5.62		128.0		3.21	54.92
32:25.5		38.84		5.61		128.1		3.21	54.92
32:26.5		38.84		5.61		128.2		3.21	54.93
32:27.5		38.84		5.60		128.2		3.21	54.93
32:28.5		38.84		5.61		128.3		3.22	54.93
32:29.5		38.83		5.60		128.3		3.22	54.93
32:30.5		38.84		5.61		128.4		3.22	54.93
32:31.5		38.83		5.62		128.5		3.22	54.93
32:32.5		38.84		5.62		128.5		3.22	54.94
32:33.5		38.83		5.61		128.6		3.22	54.94
32:34.5		38.83		5.61		128.6		3.22	54.94
32:35.5		38.84		5.62		128.7		3.23	54.94
32:36.5		38.83		5.61		128.8		3.23	54.94
32:37.5		38.84		5.61		128.8		3.23	54.94
32:38.5		38.84		5.61		128.9		3.23	54.95
32:39.5		38.83		5.61		128.9		3.23	54.95
32:40.5		38.83		5.60		129.0		3.23	54.95
32:41.5		38.84		5.61		129.1		3.24	54.95
32:42.5		38.83		5.61		129.1		3.24	54.95
32:43.5		38.83		5.61		129.2		3.24	54.95
32:44.5		38.84		5.61		129.2		3.24	54.95
32:45.5		38.84		5.61		129.3		3.24	54.96
32:46.5		38.84		5.61		129.4		3.24	54.96
32:47.5		38.83		5.61		129.4		3.25	54.96
32:48.5		38.83		5.61		129.5		3.25	54.96
32:49.5		38.83		5.61		129.5		3.25	54.96
32:50.5		38.83		5.60		129.6		3.25	54.96
32:51.5		38.83		5.61		129.7		3.25	54.97
32:52.5		38.83		5.62		129.7		3.25	54.97
32:53.5		38.83		5.61		129.8		3.25	54.97
32:54.5		38.83		5.61		129.9		3.26	54.97
32:55.5		38.83		5.61		129.9		3.26	54.97
32:56.5		38.83		5.61		130.0		3.26	54.97
32:57.5		38.84		5.61		130.0		3.26	54.97
32:58.5		38.83		5.61		130.1		3.26	54.98
32:59.5		38.83		5.61		130.2		3.26	54.98
33:00.5		38.83		5.61		130.2		3.27	54.98
33:01.5		38.83		5.61		130.3		3.27	54.98
33:02.5		38.83		5.61		130.3		3.27	54.98
33:03.5		38.83		5.61		130.4		3.27	54.98
33:04.5		38.83		5.61		130.5		3.27	54.98
33:05.5		38.83		5.61		130.5		3.27	54.99
33:06.5		38.83		5.60		130.6		3.27	54.99
33:07.5		38.83		5.62		130.6		3.28	54.99
33:08.5		38.83		5.61		130.7		3.28	54.99
33:09.5		38.83		5.61		130.8		3.28	54.99
33:10.5		38.83		5.61		130.8		3.28	54.99
33:11.5		38.83		5.60		130.9		3.28	55.00
33:12.5		38.83		5.60		130.9		3.28	55.00
33:13.5		38.83		5.60		131.0		3.29	55.00
33:14.5		38.83		5.60		131.1		3.29	55.00
33:15.5		38.83		5.62		131.1		3.29	55.00
33:16.5		38.83		5.61		131.2		3.29	55.00
33:17.5		38.83		5.60		131.2		3.29	55.01
33:18.5		38.83		5.60		131.3		3.29	55.01
33:19.5		38.83		5.61		131.4		3.29	55.01
33:20.5		38.83		5.61		131.4		3.30	55.01
33:21.5		38.83		5.59		131.5		3.30	55.01
33:22.5		38.83		5.60		131.5		3.30	55.01
33:23.5		38.83		5.62		131.6		3.30	55.02
33:24.5		38.83		5.61		131.7		3.30	55.02
33:25.5		38.83		5.61		131.7		3.30	55.02
33:26.5		38.83		5.60		131.8		3.31	55.02
33:27.5		38.83		5.59		131.8		3.31	55.02
33:28.5		38.83		5.60		131.9		3.31	55.02
33:29.5		38.83		5.61		132.0		3.31	55.02
33:30.5		38.83		5.59		132.0		3.31	55.03
33:31.5		38.83		5.60		132.1		3.31	55.03
33:32.5		38.83		5.62		132.1		3.32	55.03
33:33.5		38.83		5.60		132.2		3.32	55.03
33:34.5		38.83		5.60		132.3		3.32	55.03
33:35.5		38.83		5.60		132.3		3.32	55.03
33:36.5		38.83		5.60		132.4		3.32	55.03
33:37.5		38.82		5.60		132.5		3.32	55.04
33:38.5		38.82		5.60		132.5		3.32	55.04
33:39.5		38.82		5.60		132.6		3.33	55.04
33:40.5		38.82		5.60		132.6		3.33	55.04
33:41.5		38.81		5.61		132.7		3.33	55.04
33:42.5		38.81		5.59		132.8		3.33	55.04
33:43.5		38.80		5.62		132.8		3.33	55.05
33:44.5		38.80		5.59		132.9		3.33	55.05
33:45.5		38.79		5.60		132.9		3.34	55.05
33:46.5		38.79		5.61		133.0		3.34	55.05
33:47.5		38.78		5.61		133.1		3.34	55.05
33:48.5		38.77		5.59		133.1		3.34	55.05
33:49.5		38.76		5.61		133.2		3.34	55.05
33:50.5		38.76		5.60		133.2		3.34	55.06
33:51.5		38.75		5.60		133.3		3.34	55.06
33:52.5		38.74		5.60		133.4		3.35	55.06
33:53.5		38.74		5.60		133.4		3.35	55.06
33:54.5		38.73		5.59		133.5		3.35	55.06
33:55.5		38.72		5.60		133.5		3.35	55.06
33:56.5		38.71		5.59		133.6		3.35	55.07
33:57.5		38.71		5.61		133.7		3.35	55.07
33:58.5		38.70		5.59		133.7		3.36	55.07
33:59.5		38.70		5.60		133.8		3.36	55.07
34:00.5		38.70		5.59		133.8		3.36	55.07
34:01.5		38.69		5.59		133.9		3.36	55.07
34:02.5		38.69		5.59		134.0		3.36	55.08
34:03.5		38.69		5.59		134.0		3.36	55.08
34:04.5		38.69		5.60		134.1		3.36	55.08
34:05.5		38.69		5.60		134.1		3.37	55.08
34:06.5		38.69		5.60		134.2		3.37	55.08
34:07.5		38.69		5.60		134.3		3.37	55.08
34:08.5		38.69		5.59		134.3		3.37	55.09
34:09.5		38.69		5.60		134.4		3.37	55.09
34:10.5		38.69		5.61		134.4		3.37	55.09
34:11.5		38.69		5.60		134.5		3.38	55.09
34:12.5		38.69		5.60		134.6		3.38	55.09
34:13.5		38.69		5.59		134.6		3.38	55.09
34:14.5		38.69		5.61		134.7		3.38	55.09
34:15.5		38.69		5.60		134.7		3.38	55.09
34:16.5		38.69		5.61		134.8		3.38	55.10
34:17.5		38.69		5.60		134.9		3.39	55.10
34:18.5		38.69		5.60		134.9		3.39	55.10
34:19.5		38.69		5.60		135.0		3.39	55.10
34:20.5		38.69		5.58		135.0		3.39	55.10
34:21.5		38.69		5.60		135.1		3.39	55.10
34:22.5		38.68		5.60		135.2		3.39	55.11
34:23.5		38.69		5.61		135.2		3.39	55.11
34:24.5		38.69		5.58		135.3		3.40	55.11
34:25.5		38.69		5.61		135.3		3.40	55.11
34:26.5		38.69		5.60		135.4		3.40	55.11
34:27.5		38.69		5.57		135.5		3.40	55.11
34:28.5		38.69		5.60		135.5		3.40	55.12
34:29.5		38.69		5.58		135.6		3.40	55.12
34:30.5		38.69		5.60		135.6		3.41	55.12
