Time		V		A		Wh		Ah	CA_Ah
20:47.5		38.89		5.64		77.5		1.96	4.95
20:48.5		38.90		5.64		77.6		1.96	4.95
20:49.5		38.90		5.63		77.7		1.96	4.95
20:50.5		38.90		5.65		77.7		1.96	4.95
20:51.5		38.90		5.64		77.8		1.96	4.95
20:52.5		38.90		5.66		77.8		1.97	4.95
20:53.5		38.90		5.64		77.9		1.97	4.96
20:54.5		38.90		5.64		78.0		1.97	4.96
20:55.5		38.89		5.65		78.0		1.97	4.96
20:56.5		38.89		5.64		78.1		1.97	4.96
20:57.5		38.90		5.64		78.1		1.97	4.96
20:58.5		38.89		5.63		78.2		1.97	4.96
20:59.5		38.89		5.66		78.3		1.98	4.96
21:00.5		38.89		5.65		78.3		1.98	4.97
21:01.5		38.90		5.64		78.4		1.98	4.97
21:02.5		38.89		5.62		78.4		1.98	4.97
21:03.5		38.90		5.66		78.5		1.98	4.97
21:04.5		38.89		5.65		78.6		1.98	4.97
21:05.5		38.89		5.65		78.6		1.99	4.97
21:06.5		38.89		5.65		78.7		1.99	4.98
21:07.5		38.89		5.64		78.7		1.99	4.98
21:08.5		38.89		5.65		78.8		1.99	4.98
21:09.5		38.89		5.65		78.9		1.99	4.98
21:10.5		38.90		5.64		78.9		1.99	4.98
21:11.5		38.90		5.64		79.0		2.00	4.98
21:12.5		38.89		5.64		79.1		2.00	4.98
21:13.5		38.89		5.63		79.1		2.00	4.99
21:14.5		38.89		5.65		79.2		2.00	4.99
21:15.5		38.89		5.66		79.2		2.00	4.99
21:16.5		38.89		5.64		79.3		2.00	4.99
21:17.5		38.89		5.63		79.4		2.00	4.99
21:18.5		38.89		5.64		79.4		2.01	4.99
21:19.5		38.89		5.65		79.5		2.01	5.00
21:20.5		38.89		5.64		79.5		2.01	5.00
21:21.5		38.89		5.64		79.6		2.01	5.00
21:22.5		38.89		5.64		79.7		2.01	5.00
21:23.5		38.89		5.65		79.7		2.01	5.00
21:24.5		38.89		5.63		79.8		2.02	5.00
21:25.5		38.89		5.63		79.8		2.02	5.01
21:26.5		38.89		5.65		79.9		2.02	5.01
21:27.5		38.89		5.64		80.0		2.02	5.01
21:28.5		38.89		5.63		80.0		2.02	5.01
21:29.5		38.89		5.64		80.1		2.02	5.01
21:30.5		38.88		5.64		80.1		2.02	5.01
21:31.5		38.88		5.64		80.2		2.03	5.01
21:32.5		38.88		5.63		80.3		2.03	5.02
21:33.5		38.88		5.64		80.3		2.03	5.02
21:34.5		38.87		5.64		80.4		2.03	5.02
21:35.5		38.87		5.63		80.5		2.03	5.02
21:36.5		38.86		5.66		80.5		2.03	5.02
21:37.5		38.86		5.64		80.6		2.04	5.02
21:38.5		38.85		5.64		80.6		2.04	5.03
21:39.5		38.84		5.63		80.7		2.04	5.03
21:40.5		38.84		5.65		80.8		2.04	5.03
21:41.5		38.83		5.63		80.8		2.04	5.03
21:42.5		38.83		5.64		80.9		2.04	5.03
21:43.5		38.82		5.64		80.9		2.05	5.03
21:44.5		38.81		5.66		81.0		2.05	5.03
21:45.5		38.81		5.64		81.1		2.05	5.04
21:46.5		38.80		5.65		81.1		2.05	5.04
21:47.5		38.79		5.65		81.2		2.05	5.04
21:48.5		38.78		5.65		81.2		2.05	5.04
21:49.5		38.78		5.64		81.3		2.05	5.04
21:50.5		38.77		5.63		81.4		2.06	5.04
21:51.5		38.77		5.63		81.4		2.06	5.05
21:52.5		38.77		5.64		81.5		2.06	5.05
21:53.5		38.76		5.64		81.5		2.06	5.05
21:54.5		38.76		5.65		81.6		2.06	5.05
21:55.5		38.76		5.62		81.7		2.06	5.05
21:56.5		38.75		5.64		81.7		2.07	5.05
21:57.5		38.75		5.63		81.8		2.07	5.06
21:58.5		38.75		5.64		81.9		2.07	5.06
21:59.5		38.75		5.63		81.9		2.07	5.06
22:00.5		38.75		5.64		82.0		2.07	5.06
22:01.5		38.75		5.64		82.0		2.07	5.06
22:02.5		38.75		5.63		82.1		2.08	5.06
22:03.5		38.75		5.62		82.2		2.08	5.06
22:04.5		38.75		5.64		82.2		2.08	5.07
22:05.5		38.75		5.63		82.3		2.08	5.07
22:06.5		38.75		5.63		82.3		2.08	5.07
22:07.5		38.75		5.64		82.4		2.08	5.07
22:08.5		38.75		5.64		82.5		2.08	5.07
22:09.5		38.75		5.64		82.5		2.09	5.07
22:10.5		38.75		5.64		82.6		2.09	5.08
22:11.5		38.75		5.64		82.6		2.09	5.08
22:12.5		38.75		5.64		82.7		2.09	5.08
22:13.5		38.75		5.62		82.8		2.09	5.08
22:14.5		38.75		5.64		82.8		2.09	5.08
22:15.5		38.75		5.64		82.9		2.10	5.08
22:16.5		38.75		5.65		82.9		2.10	5.08
22:17.5		38.75		5.63		83.0		2.10	5.09
22:18.5		38.75		5.63		83.1		2.10	5.09
22:19.5		38.75		5.62		83.1		2.10	5.09
22:20.5		38.75		5.64		83.2		2.10	5.09
22:21.5		38.75		5.64		83.2		2.10	5.09
22:22.5		38.75		5.63		83.3		2.11	5.09
22:23.5		38.75		5.65		83.4		2.11	5.10
22:24.5		38.75		5.63		83.4		2.11	5.10
22:25.5		38.75		5.63		83.5		2.11	5.10
22:26.5		38.75		5.64		83.6		2.11	5.10
22:27.5		38.75		5.63		83.6		2.11	5.10
22:28.5		38.75		5.62		83.7		2.12	5.10
22:29.5		38.75		5.61		83.7		2.12	5.11
22:30.5		38.75		5.62		83.8		2.12	5.11
22:31.5		38.75		5.62		83.9		2.12	5.11
22:32.5		38.75		5.60		83.9		2.12	5.11
22:33.5		38.75		5.62		84.0		2.12	5.11
22:34.5		38.75		5.63		84.0		2.13	5.11
22:35.5		38.75		5.63		84.1		2.13	5.11
22:36.5		38.75		5.63		84.2		2.13	5.12
22:37.5		38.75		5.62		84.2		2.13	5.12
22:38.5		38.74		5.64		84.3		2.13	5.12
22:39.5		38.75		5.63		84.3		2.13	5.12
22:40.5		38.75		5.63		84.4		2.13	5.12
22:41.5		38.75		5.64		84.5		2.14	5.12
22:42.5		38.74		5.63		84.5		2.14	5.13
22:43.5		38.75		5.63		84.6		2.14	5.13
22:44.5		38.75		5.64		84.6		2.14	5.13
22:45.5		38.75		5.64		84.7		2.14	5.13
22:46.5		38.75		5.64		84.8		2.14	5.13
22:47.5		38.75		5.63		84.8		2.15	5.13
22:48.5		38.75		5.64		84.9		2.15	5.13
22:49.5		38.75		5.63		84.9		2.15	5.14
22:50.5		38.75		5.64		85.0		2.15	5.14
22:51.5		38.75		5.64		85.1		2.15	5.14
22:52.5		38.75		5.63		85.1		2.15	5.14
22:53.5		38.75		5.63		85.2		2.15	5.14
22:54.5		38.75		5.62		85.2		2.16	5.14
22:55.5		38.75		5.63		85.3		2.16	5.15
22:56.5		38.74		5.63		85.4		2.16	5.15
22:57.5		38.75		5.64		85.4		2.16	5.15
22:58.5		38.75		5.64		85.5		2.16	5.15
22:59.5		38.75		5.63		85.6		2.16	5.15
23:00.5		38.75		5.63		85.6		2.17	5.15
23:01.5		38.75		5.62		85.7		2.17	5.16
23:02.5		38.75		5.63		85.7		2.17	5.16
23:03.5		38.75		5.63		85.8		2.17	5.16
23:04.5		38.75		5.63		85.9		2.17	5.16
23:05.5		38.75		5.65		85.9		2.17	5.16
23:06.5		38.74		5.62		86.0		2.18	5.16
23:07.5		38.75		5.62		86.0		2.18	5.16
23:08.5		38.74		5.63		86.1		2.18	5.17
23:09.5		38.75		5.63		86.2		2.18	5.17
23:10.5		38.74		5.63		86.2		2.18	5.17
23:11.5		38.75		5.64		86.3		2.18	5.17
23:12.5		38.74		5.64		86.3		2.18	5.17
23:13.5		38.74		5.62		86.4		2.19	5.17
23:14.5		38.75		5.62		86.5		2.19	5.18
23:15.5		38.74		5.63		86.5		2.19	5.18
23:16.5		38.74		5.62		86.6		2.19	5.18
23:17.5		38.75		5.63		86.6		2.19	5.18
23:18.5		38.75		5.62		86.7		2.19	5.18
23:19.5		38.75		5.63		86.8		2.20	5.18
23:20.5		38.74		5.63		86.8		2.20	5.18
23:21.5		38.75		5.62		86.9		2.20	5.19
23:22.5		38.75		5.63		86.9		2.20	5.19
23:23.5		38.75		5.62		87.0		2.20	5.19
23:24.5		38.75		5.62		87.1		2.20	5.19
23:25.5		38.74		5.62		87.1		2.20	5.19
23:26.5		38.74		5.62		87.2		2.21	5.19
23:27.5		38.74		5.63		87.2		2.21	5.20
23:28.5		38.75		5.61		87.3		2.21	5.20
23:29.5		38.74		5.62		87.4		2.21	5.20
23:30.5		38.75		5.63		87.4		2.21	5.20
23:31.5		38.74		5.63		87.5		2.21	5.20
23:32.5		38.75		5.62		87.5		2.22	5.20
23:33.5		38.75		5.62		87.6		2.22	5.20
23:34.5		38.74		5.63		87.7		2.22	5.21
23:35.5		38.74		5.61		87.7		2.22	5.21
23:36.5		38.74		5.62		87.8		2.22	5.21
23:37.5		38.75		5.63		87.9		2.22	5.21
23:38.5		38.75		5.63		87.9		2.23	5.21
23:39.5		38.74		5.62		88.0		2.23	5.21
23:40.5		38.74		5.62		88.0		2.23	5.22
23:41.5		38.75		5.65		88.1		2.23	5.22
23:42.5		38.74		5.62		88.2		2.23	5.22
23:43.5		38.74		5.63		88.2		2.23	5.22
23:44.5		38.74		5.63		88.3		2.23	5.22
23:45.5		38.74		5.62		88.3		2.24	5.22
23:46.5		38.75		5.62		88.4		2.24	5.23
23:47.5		38.74		5.61		88.5		2.24	5.23
23:48.5		38.74		5.62		88.5		2.24	5.23
23:49.5		38.74		5.62		88.6		2.24	5.23
23:50.5		38.75		5.63		88.6		2.24	5.23
23:51.5		38.75		5.62		88.7		2.25	5.23
23:52.5		38.74		5.62		88.8		2.25	5.23
23:53.5		38.74		5.62		88.8		2.25	5.24
23:54.5		38.74		5.61		88.9		2.25	5.24
23:55.5		38.74		5.62		88.9		2.25	5.24
23:56.5		38.74		5.60		89.0		2.25	5.24
23:57.5		38.74		5.62		89.1		2.25	5.24
23:58.5		38.74		5.64		89.1		2.26	5.24
23:59.5		38.74		5.62		89.2		2.26	5.25
24:00.5		38.75		5.60		89.2		2.26	5.25
24:01.5		38.74		5.62		89.3		2.26	5.25
24:02.5		38.74		5.61		89.4		2.26	5.25
24:03.5		38.74		5.62		89.4		2.26	5.25
24:04.5		38.74		5.61		89.5		2.27	5.25
24:05.5		38.74		5.62		89.5		2.27	5.25
24:06.5		38.74		5.61		89.6		2.27	5.26
24:07.5		38.74		5.62		89.7		2.27	5.26
24:08.5		38.74		5.62		89.7		2.27	5.26
24:09.5		38.74		5.60		89.8		2.27	5.26
24:10.5		38.74		5.60		89.8		2.28	5.26
24:11.5		38.74		5.62		89.9		2.28	5.26
24:12.5		38.74		5.61		90.0		2.28	5.27
24:13.5		38.74		5.63		90.0		2.28	5.27
24:14.5		38.74		5.61		90.1		2.28	5.27
24:15.5		38.74		5.60		90.1		2.28	5.27
24:16.5		38.74		5.63		90.2		2.28	5.27
24:17.5		38.74		5.61		90.3		2.29	5.27
24:18.5		38.74		5.61		90.3		2.29	5.28
24:19.5		38.74		5.61		90.4		2.29	5.28
24:20.5		38.74		5.61		90.5		2.29	5.28
24:21.5		38.74		5.61		90.5		2.29	5.28
24:22.5		38.74		5.61		90.6		2.29	5.28
24:23.5		38.74		5.61		90.6		2.30	5.28
24:24.5		38.74		5.61		90.7		2.30	5.28
24:25.5		38.74		5.63		90.8		2.30	5.29
24:26.5		38.74		5.60		90.8		2.30	5.29
24:27.5		38.74		5.61		90.9		2.30	5.29
24:28.5		38.74		5.61		90.9		2.30	5.29
24:29.5		38.74		5.62		91.0		2.30	5.29
24:30.5		38.74		5.60		91.1		2.31	5.29
24:31.5		38.74		5.62		91.1		2.31	5.30
24:32.5		38.74		5.60		91.2		2.31	5.30
24:33.5		38.73		5.61		91.2		2.31	5.30
24:34.5		38.73		5.61		91.3		2.31	5.30
24:35.5		38.73		5.61		91.4		2.31	5.30
24:36.5		38.73		5.63		91.4		2.32	5.30
24:37.5		38.72		5.62		91.5		2.32	5.30
24:38.5		38.72		5.60		91.5		2.32	5.31
24:39.5		38.72		5.63		91.6		2.32	5.31
24:40.5		38.71		5.61		91.7		2.32	5.31
24:41.5		38.70		5.61		91.7		2.32	5.31
24:42.5		38.70		5.61		91.8		2.32	5.31
24:43.5		38.69		5.62		91.8		2.33	5.31
24:44.5		38.68		5.61		91.9		2.33	5.32
24:45.5		38.68		5.62		92.0		2.33	5.32
24:46.5		38.67		5.60		92.0		2.33	5.32
24:47.5		38.66		5.60		92.1		2.33	5.32
24:48.5		38.65		5.60		92.1		2.33	5.32
24:49.5		38.65		5.62		92.2		2.34	5.32
24:50.5		38.64		5.60		92.3		2.34	5.32
24:51.5		38.63		5.61		92.3		2.34	5.33
24:52.5		38.63		5.62		92.4		2.34	5.33
24:53.5		38.62		5.61		92.4		2.34	5.33
24:54.5		38.62		5.61		92.5		2.34	5.33
24:55.5		38.61		5.60		92.6		2.35	5.33
24:56.5		38.61		5.61		92.6		2.35	5.33
24:57.5		38.61		5.61		92.7		2.35	5.34
24:58.5		38.60		5.61		92.7		2.35	5.34
24:59.5		38.60		5.60		92.8		2.35	5.34
25:00.5		38.60		5.61		92.9		2.35	5.34
25:01.5		38.60		5.60		92.9		2.35	5.34
25:02.5		38.60		5.61		93.0		2.36	5.34
25:03.5		38.60		5.61		93.0		2.36	5.35
25:04.5		38.60		5.61		93.1		2.36	5.35
25:05.5		38.60		5.62		93.2		2.36	5.35
25:06.5		38.59		5.61		93.2		2.36	5.35
25:07.5		38.60		5.61		93.3		2.36	5.35
25:08.5		38.60		5.60		93.3		2.37	5.35
25:09.5		38.60		5.61		93.4		2.37	5.35
25:10.5		38.60		5.61		93.5		2.37	5.36
25:11.5		38.59		5.60		93.5		2.37	5.36
25:12.5		38.59		5.61		93.6		2.37	5.36
25:13.5		38.60		5.60		93.6		2.37	5.36
25:14.5		38.60		5.60		93.7		2.37	5.36
25:15.5		38.59		5.60		93.8		2.38	5.36
25:16.5		38.60		5.59		93.8		2.38	5.37
25:17.5		38.59		5.61		93.9		2.38	5.37
25:18.5		38.59		5.62		93.9		2.38	5.37
25:19.5		38.60		5.60		94.0		2.38	5.37
25:20.5		38.59		5.60		94.1		2.38	5.37
25:21.5		38.59		5.61		94.1		2.39	5.37
25:22.5		38.59		5.62		94.2		2.39	5.37
25:23.5		38.59		5.61		94.2		2.39	5.38
25:24.5		38.59		5.59		94.3		2.39	5.38
25:25.5		38.59		5.59		94.4		2.39	5.38
25:26.5		38.59		5.61		94.4		2.39	5.38
25:27.5		38.59		5.60		94.5		2.40	5.38
25:28.5		38.60		5.62		94.5		2.40	5.38
25:29.5		38.60		5.60		94.6		2.40	5.39
25:30.5		38.59		5.61		94.7		2.40	5.39
25:31.5		38.59		5.59		94.7		2.40	5.39
25:32.5		38.60		5.61		94.8		2.40	5.39
25:33.5		38.59		5.61		94.8		2.40	5.39
25:34.5		38.59		5.60		94.9		2.41	5.39
25:35.5		38.59		5.59		95.0		2.41	5.39
25:36.5		38.59		5.60		95.0		2.41	5.40
25:37.5		38.59		5.60		95.1		2.41	5.40
25:38.5		38.59		5.60		95.1		2.41	5.40
25:39.5		38.59		5.59		95.2		2.41	5.40
25:40.5		38.59		5.61		95.3		2.42	5.40
25:41.5		38.59		5.61		95.3		2.42	5.40
25:42.5		38.59		5.60		95.4		2.42	5.41
25:43.5		38.59		5.60		95.4		2.42	5.41
25:44.5		38.59		5.60		95.5		2.42	5.41
25:45.5		38.59		5.61		95.6		2.42	5.41
25:46.5		38.60		5.60		95.6		2.42	5.41
25:47.5		38.59		5.59		95.7		2.43	5.41
25:48.5		38.59		5.61		95.7		2.43	5.41
25:49.5		38.59		5.60		95.8		2.43	5.42
25:50.5		38.59		5.60		95.9		2.43	5.42
25:51.5		38.59		5.61		95.9		2.43	5.42
25:52.5		38.59		5.60		96.0		2.43	5.42
25:53.5		38.59		5.59		96.0		2.44	5.42
25:54.5		38.59		5.60		96.1		2.44	5.42
25:55.5		38.59		5.59		96.2		2.44	5.43
25:56.5		38.59		5.61		96.2		2.44	5.43
25:57.5		38.59		5.60		96.3		2.44	5.43
25:58.5		38.59		5.61		96.3		2.44	5.43
25:59.5		38.59		5.61		96.4		2.44	5.43
26:00.5		38.59		5.60		96.5		2.45	5.43
26:01.5		38.59		5.61		96.5		2.45	5.43
26:02.5		38.59		5.59		96.6		2.45	5.44
26:03.5		38.59		5.60		96.6		2.45	5.44
26:04.5		38.59		5.60		96.7		2.45	5.44
26:05.5		38.59		5.59		96.8		2.45	5.44
26:06.5		38.58		5.60		96.8		2.46	5.44
26:07.5		38.58		5.60		96.9		2.46	5.44
26:08.5		38.58		5.60		96.9		2.46	5.45
26:09.5		38.58		5.60		97.0		2.46	5.45
26:10.5		38.58		5.58		97.1		2.46	5.45
26:11.5		38.57		5.59		97.1		2.46	5.45
26:12.5		38.57		5.61		97.2		2.47	5.45
26:13.5		38.56		5.59		97.2		2.47	5.45
26:14.5		38.56		5.60		97.3		2.47	5.46
26:15.5		38.56		5.59		97.4		2.47	5.46
26:16.5		38.55		5.60		97.4		2.47	5.46
26:17.5		38.55		5.60		97.5		2.47	5.46
26:18.5		38.54		5.60		97.5		2.47	5.46
26:19.5		38.54		5.59		97.6		2.48	5.46
26:20.5		38.53		5.59		97.7		2.48	5.46
26:21.5		38.52		5.58		97.7		2.48	5.47
26:22.5		38.52		5.60		97.8		2.48	5.47
26:23.5		38.51		5.60		97.8		2.48	5.47
26:24.5		38.50		5.60		97.9		2.48	5.47
26:25.5		38.50		5.59		98.0		2.49	5.47
26:26.5		38.49		5.59		98.0		2.49	5.47
26:27.5		38.48		5.61		98.1		2.49	5.48
26:28.5		38.48		5.59		98.1		2.49	5.48
26:29.5		38.47		5.59		98.2		2.49	5.48
26:30.5		38.47		5.59		98.3		2.49	5.48
26:31.5		38.46		5.61		98.3		2.49	5.48
26:32.5		38.46		5.60		98.4		2.50	5.48
26:33.5		38.45		5.60		98.4		2.50	5.48
26:34.5		38.45		5.59		98.5		2.50	5.49
26:35.5		38.45		5.59		98.6		2.50	5.49
26:36.5		38.45		5.60		98.6		2.50	5.49
26:37.5		38.45		5.58		98.7		2.50	5.49
26:38.5		38.45		5.58		98.7		2.51	5.49
26:39.5		38.44		5.57		98.8		2.51	5.49
26:40.5		38.44		5.60		98.9		2.51	5.50
26:41.5		38.44		5.61		98.9		2.51	5.50
26:42.5		38.44		5.60		99.0		2.51	5.50
26:43.5		38.44		5.61		99.0		2.51	5.50
26:44.5		38.44		5.59		99.1		2.51	5.50
26:45.5		38.44		5.60		99.2		2.52	5.50
26:46.5		38.44		5.58		99.2		2.52	5.50
26:47.5		38.44		5.62		99.3		2.52	5.51
26:48.5		38.44		5.59		99.3		2.52	5.51
26:49.5		38.44		5.58		99.4		2.52	5.51
26:50.5		38.44		5.60		99.5		2.52	5.51
26:51.5		38.44		5.60		99.5		2.53	5.51
26:52.5		38.44		5.60		99.6		2.53	5.51
26:53.5		38.44		5.61		99.6		2.53	5.52
26:54.5		38.44		5.59		99.7		2.53	5.52
26:55.5		38.44		5.59		99.8		2.53	5.52
26:56.5		38.44		5.59		99.8		2.53	5.52
26:57.5		38.44		5.60		99.9		2.53	5.52
26:58.5		38.44		5.59		99.9		2.54	5.52
26:59.5		38.44		5.59		100.0		2.54	5.53
27:00.5		38.44		5.60		100.1		2.54	5.53
27:01.5		38.44		5.60		100.1		2.54	5.53
27:02.5		38.44		5.59		100.2		2.54	5.53
27:03.5		38.44		5.60		100.2		2.54	5.53
27:04.5		38.44		5.59		100.3		2.55	5.53
27:05.5		38.44		5.59		100.4		2.55	5.53
27:06.5		38.44		5.58		100.4		2.55	5.54
27:07.5		38.44		5.59		100.5		2.55	5.54
27:08.5		38.44		5.58		100.5		2.55	5.54
27:09.5		38.44		5.59		100.6		2.55	5.54
27:10.5		38.44		5.59		100.7		2.56	5.54
27:11.5		38.44		5.58		100.7		2.56	5.54
27:12.5		38.44		5.59		100.8		2.56	5.55
27:13.5		38.44		5.58		100.8		2.56	5.55
27:14.5		38.44		5.60		100.9		2.56	5.55
27:15.5		38.44		5.58		101.0		2.56	5.55
27:16.5		38.44		5.58		101.0		2.56	5.55
27:17.5		38.44		5.59		101.1		2.57	5.55
27:18.5		38.44		5.58		101.1		2.57	5.55
27:19.5		38.44		5.59		101.2		2.57	5.56
27:20.5		38.44		5.60		101.3		2.57	5.56
27:21.5		38.44		5.59		101.3		2.57	5.56
27:22.5		38.44		5.59		101.4		2.57	5.56
27:23.5		38.44		5.59		101.4		2.58	5.56
27:24.5		38.44		5.60		101.5		2.58	5.56
27:25.5		38.44		5.59		101.5		2.58	5.57
27:26.5		38.44		5.60		101.6		2.58	5.57
27:27.5		38.44		5.59		101.7		2.58	5.57
27:28.5		38.44		5.57		101.7		2.58	5.57
27:29.5		38.44		5.58		101.8		2.58	5.57
27:30.5		38.44		5.58		101.8		2.59	5.57
27:31.5		38.44		5.58		101.9		2.59	5.57
27:32.5		38.44		5.60		102.0		2.59	5.58
27:33.5		38.44		5.59		102.0		2.59	5.58
27:34.5		38.44		5.61		102.1		2.59	5.58
27:35.5		38.44		5.60		102.1		2.59	5.58
27:36.5		38.44		5.60		102.2		2.60	5.58
27:37.5		38.44		5.58		102.3		2.60	5.58
27:38.5		38.44		5.59		102.3		2.60	5.59
27:39.5		38.44		5.59		102.4		2.60	5.59
27:40.5		38.44		5.58		102.4		2.60	5.59
27:41.5		38.44		5.58		102.5		2.60	5.59
27:42.5		38.44		5.57		102.6		2.60	5.59
27:43.5		38.44		5.59		102.6		2.61	5.59
27:44.5		38.44		5.59		102.7		2.61	5.59
27:45.5		38.44		5.59		102.7		2.61	5.60
27:46.5		38.44		5.57		102.8		2.61	5.60
27:47.5		38.44		5.58		102.9		2.61	5.60
27:48.5		38.44		5.59		102.9		2.61	5.60
27:49.5		38.44		5.59		103.0		2.62	5.60
27:50.5		38.44		5.59		103.0		2.62	5.60
27:51.5		38.44		5.58		103.1		2.62	5.61
27:52.5		38.44		5.60		103.2		2.62	5.61
27:53.5		38.44		5.59		103.2		2.62	5.61
27:54.5		38.44		5.58		103.3		2.62	5.61
27:55.5		38.44		5.59		103.3		2.63	5.61
27:56.5		38.44		5.59		103.4		2.63	5.61
27:57.5		38.44		5.59		103.5		2.63	5.61
27:58.5		38.44		5.58		103.5		2.63	5.62
27:59.5		38.44		5.59		103.6		2.63	5.62
28:00.5		38.44		5.58		103.6		2.63	5.62
28:01.5		38.44		5.57		103.7		2.63	5.62
28:02.5		38.44		5.57		103.8		2.64	5.62
28:03.5		38.44		5.58		103.8		2.64	5.62
28:04.5		38.44		5.59		103.9		2.64	5.63
28:05.5		38.44		5.55		103.9		2.64	5.63
28:06.5		38.44		5.58		104.0		2.64	5.63
28:07.5		38.44		5.58		104.1		2.64	5.63
28:08.5		38.44		5.58		104.1		2.65	5.63
28:09.5		38.44		5.58		104.2		2.65	5.63
28:10.5		38.44		5.57		104.2		2.65	5.63
28:11.5		38.44		5.58		104.3		2.65	5.64
28:12.5		38.44		5.59		104.4		2.65	5.64
28:13.5		38.44		5.58		104.4		2.65	5.64
28:14.5		38.44		5.58		104.5		2.65	5.64
28:15.5		38.44		5.59		104.5		2.66	5.64
28:16.5		38.43		5.57		104.6		2.66	5.64
28:17.5		38.44		5.58		104.6		2.66	5.65
28:18.5		38.44		5.58		104.7		2.66	5.65
28:19.5		38.44		5.58		104.8		2.66	5.65
28:20.5		38.44		5.58		104.8		2.66	5.65
28:21.5		38.44		5.57		104.9		2.67	5.65
28:22.5		38.43		5.57		104.9		2.67	5.65
28:23.5		38.44		5.57		105.0		2.67	5.66
28:24.5		38.44		5.59		105.1		2.67	5.66
28:25.5		38.43		5.57		105.1		2.67	5.66
28:26.5		38.43		5.56		105.2		2.67	5.66
28:27.5		38.44		5.58		105.2		2.67	5.66
28:28.5		38.44		5.58		105.3		2.68	5.66
28:29.5		38.43		5.57		105.4		2.68	5.66
28:30.5		38.43		5.57		105.4		2.68	5.67
28:31.5		38.43		5.58		105.5		2.68	5.67
28:32.5		38.44		5.59		105.5		2.68	5.67
28:33.5		38.43		5.59		105.6		2.68	5.67
28:34.5		38.43		5.57		105.7		2.69	5.67
28:35.5		38.43		5.57		105.7		2.69	5.67
28:36.5		38.43		5.57		105.8		2.69	5.68
28:37.5		38.43		5.58		105.8		2.69	5.68
28:38.5		38.43		5.57		105.9		2.69	5.68
28:39.5		38.43		5.57		106.0		2.69	5.68
28:40.5		38.42		5.57		106.0		2.69	5.68
28:41.5		38.42		5.58		106.1		2.70	5.68
28:42.5		38.42		5.57		106.1		2.70	5.68
28:43.5		38.42		5.59		106.2		2.70	5.69
28:44.5		38.41		5.57		106.3		2.70	5.69
28:45.5		38.41		5.58		106.3		2.70	5.69
28:46.5		38.40		5.57		106.4		2.70	5.69
28:47.5		38.40		5.59		106.4		2.71	5.69
28:48.5		38.39		5.59		106.5		2.71	5.69
28:49.5		38.39		5.58		106.6		2.71	5.70
28:50.5		38.38		5.56		106.6		2.71	5.70
28:51.5		38.37		5.58		106.7		2.71	5.70
28:52.5		38.36		5.58		106.7		2.71	5.70
28:53.5		38.36		5.59		106.8		2.71	5.70
28:54.5		38.36		5.58		106.9		2.72	5.70
28:55.5		38.35		5.59		106.9		2.72	5.70
28:56.5		38.34		5.59		107.0		2.72	5.71
28:57.5		38.34		5.56		107.0		2.72	5.71
28:58.5		38.33		5.57		107.1		2.72	5.71
28:59.5		38.32		5.57		107.1		2.72	5.71
29:00.5		38.32		5.56		107.2		2.73	5.71
29:01.5		38.32		5.56		107.3		2.73	5.71
29:02.5		38.31		5.56		107.3		2.73	5.72
29:03.5		38.31		5.59		107.4		2.73	5.72
29:04.5		38.30		5.55		107.4		2.73	5.72
29:05.5		38.30		5.57		107.5		2.73	5.72
29:06.5		38.30		5.56		107.6		2.73	5.72
29:07.5		38.30		5.57		107.6		2.74	5.72
29:08.5		38.30		5.55		107.7		2.74	5.72
29:09.5		38.30		5.56		107.7		2.74	5.73
29:10.5		38.29		5.57		107.8		2.74	5.73
29:11.5		38.30		5.58		107.9		2.74	5.73
29:12.5		38.29		5.57		107.9		2.74	5.73
29:13.5		38.29		5.57		108.0		2.75	5.73
29:14.5		38.29		5.56		108.0		2.75	5.73
29:15.5		38.29		5.57		108.1		2.75	5.74
29:16.5		38.29		5.58		108.2		2.75	5.74
29:17.5		38.29		5.59		108.2		2.75	5.74
29:18.5		38.29		5.58		108.3		2.75	5.74
29:19.5		38.29		5.58		108.3		2.76	5.74
29:20.5		38.29		5.57		108.4		2.76	5.74
29:21.5		38.29		5.56		108.5		2.76	5.74
29:22.5		38.29		5.58		108.5		2.76	5.75
29:23.5		38.29		5.56		108.6		2.76	5.75
29:24.5		38.29		5.57		108.6		2.76	5.75
29:25.5		38.29		5.58		108.7		2.76	5.75
29:26.5		38.29		5.58		108.7		2.77	5.75
29:27.5		38.29		5.57		108.8		2.77	5.75
29:28.5		38.29		5.57		108.9		2.77	5.76
29:29.5		38.29		5.59		108.9		2.77	5.76
29:30.5		38.29		5.57		109.0		2.77	5.76
29:31.5		38.29		5.56		109.0		2.77	5.76
29:32.5		38.29		5.58		109.1		2.78	5.76
29:33.5		38.29		5.55		109.2		2.78	5.76
29:34.5		38.29		5.56		109.2		2.78	5.76
29:35.5		38.29		5.58		109.3		2.78	5.77
29:36.5		38.29		5.56		109.3		2.78	5.77
29:37.5		38.29		5.57		109.4		2.78	5.77
29:38.5		38.29		5.55		109.5		2.78	5.77
29:39.5		38.29		5.56		109.5		2.79	5.77
29:40.5		38.29		5.56		109.6		2.79	5.77
29:41.5		38.29		5.56		109.6		2.79	5.78
29:42.5		38.29		5.56		109.7		2.79	5.78
29:43.5		38.29		5.55		109.8		2.79	5.78
