Time		V		A		Wh		Ah	CA_Ah
29:44.5		38.29		5.56		109.8		2.79	5.78
29:45.5		38.29		5.58		109.9		2.80	5.78
29:46.5		38.29		5.58		109.9		2.80	5.78
29:47.5		38.29		5.56		110.0		2.80	5.78
29:48.5		38.29		5.57		110.0		2.80	5.79
29:49.5		38.29		5.56		110.1		2.80	5.79
29:50.5		38.29		5.57		110.2		2.80	5.79
29:51.5		38.29		5.57		110.2		2.80	5.79
29:52.5		38.29		5.55		110.3		2.81	5.79
29:53.5		38.29		5.57		110.3		2.81	5.79
29:54.5		38.29		5.56		110.4		2.81	5.80
29:55.5		38.29		5.56		110.5		2.81	5.80
29:56.5		38.29		5.56		110.5		2.81	5.80
29:57.5		38.29		5.58		110.6		2.81	5.80
29:58.5		38.29		5.56		110.6		2.82	5.80
29:59.5		38.29		5.55		110.7		2.82	5.80
30:00.5		38.29		5.56		110.8		2.82	5.80
30:01.5		38.29		5.57		110.8		2.82	5.81
30:02.5		38.29		5.56		110.9		2.82	5.81
30:03.5		38.29		5.56		110.9		2.82	5.81
30:04.5		38.29		5.56		111.0		2.82	5.81
30:05.5		38.29		5.55		111.1		2.83	5.81
30:06.5		38.29		5.56		111.1		2.83	5.81
30:07.5		38.29		5.54		111.2		2.83	5.82
30:08.5		38.29		5.57		111.2		2.83	5.82
30:09.5		38.29		5.56		111.3		2.83	5.82
30:10.5		38.29		5.57		111.4		2.83	5.82
30:11.5		38.29		5.57		111.4		2.84	5.82
30:12.5		38.29		5.56		111.5		2.84	5.82
30:13.5		38.29		5.57		111.5		2.84	5.82
30:14.5		38.29		5.57		111.6		2.84	5.83
30:15.5		38.29		5.57		111.6		2.84	5.83
30:16.5		38.29		5.58		111.7		2.84	5.83
30:17.5		38.29		5.57		111.8		2.84	5.83
30:18.5		38.29		5.55		111.8		2.85	5.83
30:19.5		38.29		5.55		111.9		2.85	5.83
30:20.5		38.29		5.56		111.9		2.85	5.84
30:21.5		38.29		5.55		112.0		2.85	5.84
30:22.5		38.29		5.55		112.1		2.85	5.84
30:23.5		38.29		5.57		112.1		2.85	5.84
30:24.5		38.29		5.56		112.2		2.86	5.84
30:25.5		38.29		5.56		112.2		2.86	5.84
30:26.5		38.29		5.57		112.3		2.86	5.84
30:27.5		38.29		5.56		112.4		2.86	5.85
30:28.5		38.29		5.59		112.4		2.86	5.85
30:29.5		38.29		5.57		112.5		2.86	5.85
30:30.5		38.29		5.55		112.5		2.86	5.85
30:31.5		38.29		5.56		112.6		2.87	5.85
30:32.5		38.29		5.57		112.7		2.87	5.85
30:33.5		38.29		5.56		112.7		2.87	5.86
30:34.5		38.29		5.55		112.8		2.87	5.86
30:35.5		38.29		5.55		112.8		2.87	5.86
30:36.5		38.29		5.58		112.9		2.87	5.86
30:37.5		38.29		5.56		112.9		2.88	5.86
30:38.5		38.29		5.56		113.0		2.88	5.86
30:39.5		38.29		5.55		113.1		2.88	5.87
30:40.5		38.29		5.55		113.1		2.88	5.87
30:41.5		38.28		5.55		113.2		2.88	5.87
30:42.5		38.29		5.56		113.2		2.88	5.87
30:43.5		38.29		5.58		113.3		2.88	5.87
30:44.5		38.29		5.56		113.4		2.89	5.87
30:45.5		38.29		5.56		113.4		2.89	5.87
30:46.5		38.29		5.56		113.5		2.89	5.88
30:47.5		38.29		5.56		113.5		2.89	5.88
30:48.5		38.28		5.56		113.6		2.89	5.88
30:49.5		38.29		5.56		113.7		2.89	5.88
30:50.5		38.29		5.56		113.7		2.90	5.88
30:51.5		38.28		5.55		113.8		2.90	5.88
30:52.5		38.29		5.56		113.8		2.90	5.89
30:53.5		38.28		5.55		113.9		2.90	5.89
30:54.5		38.29		5.56		114.0		2.90	5.89
30:55.5		38.29		5.55		114.0		2.90	5.89
30:56.5		38.29		5.56		114.1		2.90	5.89
30:57.5		38.28		5.56		114.1		2.91	5.89
30:58.5		38.29		5.56		114.2		2.91	5.89
30:59.5		38.29		5.56		114.2		2.91	5.90
31:00.5		38.28		5.57		114.3		2.91	5.90
31:01.5		38.28		5.55		114.4		2.91	5.90
31:02.5		38.28		5.55		114.4		2.91	5.90
31:03.5		38.29		5.55		114.5		2.92	5.90
31:04.5		38.28		5.56		114.5		2.92	5.90
31:05.5		38.28		5.56		114.6		2.92	5.91
31:06.5		38.28		5.56		114.7		2.92	5.91
31:07.5		38.28		5.56		114.7		2.92	5.91
31:08.5		38.28		5.55		114.8		2.92	5.91
31:09.5		38.28		5.55		114.8		2.93	5.91
31:10.5		38.28		5.54		114.9		2.93	5.91
31:11.5		38.29		5.56		115.0		2.93	5.91
31:12.5		38.29		5.57		115.0		2.93	5.92
31:13.5		38.28		5.55		115.1		2.93	5.92
31:14.5		38.28		5.56		115.1		2.93	5.92
31:15.5		38.28		5.58		115.2		2.93	5.92
31:16.5		38.28		5.54		115.3		2.94	5.92
31:17.5		38.28		5.57		115.3		2.94	5.92
31:18.5		38.28		5.54		115.4		2.94	5.93
31:19.5		38.28		5.54		115.4		2.94	5.93
31:20.5		38.28		5.54		115.5		2.94	5.93
31:21.5		38.27		5.55		115.5		2.94	5.93
31:22.5		38.27		5.55		115.6		2.95	5.93
31:23.5		38.27		5.55		115.7		2.95	5.93
31:24.5		38.26		5.57		115.7		2.95	5.93
31:25.5		38.26		5.55		115.8		2.95	5.94
31:26.5		38.25		5.55		115.8		2.95	5.94
31:27.5		38.25		5.54		115.9		2.95	5.94
31:28.5		38.24		5.57		116.0		2.95	5.94
31:29.5		38.23		5.53		116.0		2.96	5.94
31:30.5		38.23		5.54		116.1		2.96	5.94
31:31.5		38.23		5.55		116.1		2.96	5.95
31:32.5		38.22		5.55		116.2		2.96	5.95
31:33.5		38.21		5.56		116.3		2.96	5.95
31:34.5		38.21		5.56		116.3		2.96	5.95
31:35.5		38.20		5.55		116.4		2.97	5.95
31:36.5		38.19		5.54		116.4		2.97	5.95
31:37.5		38.19		5.55		116.5		2.97	5.95
31:38.5		38.18		5.55		116.6		2.97	5.96
31:39.5		38.18		5.55		116.6		2.97	5.96
31:40.5		38.17		5.56		116.7		2.97	5.96
31:41.5		38.17		5.55		116.7		2.97	5.96
31:42.5		38.16		5.54		116.8		2.98	5.96
31:43.5		38.16		5.54		116.8		2.98	5.96
31:44.5		38.15		5.55		116.9		2.98	5.97
31:45.5		38.15		5.55		117.0		2.98	5.97
31:46.5		38.15		5.53		117.0		2.98	5.97
31:47.5		38.15		5.56		117.1		2.98	5.97
31:48.5		38.15		5.54		117.1		2.99	5.97
31:49.5		38.15		5.54		117.2		2.99	5.97
31:50.5		38.14		5.56		117.3		2.99	5.97
31:51.5		38.14		5.55		117.3		2.99	5.98
31:52.5		38.14		5.55		117.4		2.99	5.98
31:53.5		38.14		5.52		117.4		2.99	5.98
31:54.5		38.14		5.55		117.5		2.99	5.98
31:55.5		38.14		5.55		117.5		3.00	5.98
31:56.5		38.14		5.57		117.6		3.00	5.98
31:57.5		38.14		5.55		117.7		3.00	5.99
31:58.5		38.14		5.53		117.7		3.00	5.99
31:59.5		38.14		5.55		117.8		3.00	5.99
32:00.5		38.14		5.52		117.8		3.00	5.99
32:01.5		38.14		5.54		117.9		3.01	5.99
32:02.5		38.14		5.56		118.0		3.01	5.99
32:03.5		38.14		5.55		118.0		3.01	5.99
32:04.5		38.14		5.56		118.1		3.01	6.00
32:05.5		38.14		5.54		118.1		3.01	6.00
32:06.5		38.14		5.55		118.2		3.01	6.00
32:07.5		38.14		5.55		118.3		3.01	6.00
32:08.5		38.14		5.55		118.3		3.02	6.00
32:09.5		38.14		5.55		118.4		3.02	6.00
32:10.5		38.14		5.55		118.4		3.02	6.00
32:11.5		38.14		5.57		118.5		3.02	6.01
32:12.5		38.14		5.56		118.5		3.02	6.01
32:13.5		38.14		5.54		118.6		3.02	6.01
32:14.5		38.14		5.54		118.7		3.03	6.01
32:15.5		38.14		5.55		118.7		3.03	6.01
32:16.5		38.14		5.54		118.8		3.03	6.01
32:17.5		38.14		5.54		118.8		3.03	6.02
32:18.5		38.14		5.55		118.9		3.03	6.02
32:19.5		38.14		5.54		119.0		3.03	6.02
32:20.5		38.14		5.53		119.0		3.03	6.02
32:21.5		38.14		5.54		119.1		3.04	6.02
32:22.5		38.14		5.55		119.1		3.04	6.02
32:23.5		38.14		5.55		119.2		3.04	6.03
32:24.5		38.14		5.55		119.3		3.04	6.03
32:25.5		38.14		5.54		119.3		3.04	6.03
32:26.5		38.14		5.55		119.4		3.04	6.03
32:27.5		38.14		5.55		119.4		3.05	6.03
32:28.5		38.14		5.53		119.5		3.05	6.03
32:29.5		38.14		5.55		119.5		3.05	6.03
32:30.5		38.14		5.56		119.6		3.05	6.04
32:31.5		38.14		5.54		119.7		3.05	6.04
32:32.5		38.14		5.53		119.7		3.05	6.04
32:33.5		38.14		5.55		119.8		3.05	6.04
32:34.5		38.14		5.54		119.8		3.06	6.04
32:35.5		38.14		5.54		119.9		3.06	6.04
32:36.5		38.14		5.52		120.0		3.06	6.04
32:37.5		38.14		5.53		120.0		3.06	6.05
32:38.5		38.14		5.54		120.1		3.06	6.05
32:39.5		38.14		5.54		120.1		3.06	6.05
32:40.5		38.14		5.54		120.2		3.07	6.05
32:41.5		38.14		5.53		120.3		3.07	6.05
32:42.5		38.14		5.55		120.3		3.07	6.05
32:43.5		38.14		5.53		120.4		3.07	6.06
32:44.5		38.14		5.55		120.4		3.07	6.06
32:45.5		38.14		5.54		120.5		3.07	6.06
32:46.5		38.14		5.53		120.5		3.07	6.06
32:47.5		38.14		5.52		120.6		3.08	6.06
32:48.5		38.14		5.54		120.7		3.08	6.06
32:49.5		38.14		5.53		120.7		3.08	6.06
32:50.5		38.14		5.54		120.8		3.08	6.07
32:51.5		38.14		5.54		120.8		3.08	6.07
32:52.5		38.14		5.55		120.9		3.08	6.07
32:53.5		38.14		5.53		121.0		3.09	6.07
32:54.5		38.14		5.56		121.0		3.09	6.07
32:55.5		38.14		5.54		121.1		3.09	6.07
32:56.5		38.14		5.54		121.1		3.09	6.08
32:57.5		38.14		5.55		121.2		3.09	6.08
32:58.5		38.14		5.54		121.2		3.09	6.08
32:59.5		38.14		5.54		121.3		3.09	6.08
33:00.5		38.14		5.54		121.4		3.10	6.08
33:01.5		38.14		5.54		121.4		3.10	6.08
33:02.5		38.14		5.54		121.5		3.10	6.08
33:03.5		38.14		5.54		121.5		3.10	6.09
33:04.5		38.14		5.52		121.6		3.10	6.09
33:05.5		38.13		5.52		121.7		3.10	6.09
33:06.5		38.14		5.55		121.7		3.11	6.09
33:07.5		38.13		5.54		121.8		3.11	6.09
33:08.5		38.14		5.53		121.8		3.11	6.09
33:09.5		38.14		5.53		121.9		3.11	6.10
33:10.5		38.13		5.55		122.0		3.11	6.10
33:11.5		38.14		5.53		122.0		3.11	6.10
33:12.5		38.14		5.52		122.1		3.11	6.10
33:13.5		38.14		5.52		122.1		3.12	6.10
33:14.5		38.14		5.54		122.2		3.12	6.10
33:15.5		38.14		5.54		122.2		3.12	6.10
33:16.5		38.13		5.53		122.3		3.12	6.11
33:17.5		38.13		5.53		122.4		3.12	6.11
33:18.5		38.14		5.53		122.4		3.12	6.11
33:19.5		38.14		5.53		122.5		3.13	6.11
33:20.5		38.14		5.53		122.5		3.13	6.11
33:21.5		38.13		5.53		122.6		3.13	6.11
33:22.5		38.14		5.54		122.7		3.13	6.12
33:23.5		38.13		5.53		122.7		3.13	6.12
33:24.5		38.14		5.54		122.8		3.13	6.12
33:25.5		38.13		5.53		122.8		3.13	6.12
33:26.5		38.14		5.54		122.9		3.14	6.12
33:27.5		38.14		5.52		122.9		3.14	6.12
33:28.5		38.13		5.55		123.0		3.14	6.12
33:29.5		38.14		5.54		123.1		3.14	6.13
33:30.5		38.14		5.52		123.1		3.14	6.13
33:31.5		38.13		5.54		123.2		3.14	6.13
33:32.5		38.14		5.52		123.2		3.15	6.13
33:33.5		38.14		5.52		123.3		3.15	6.13
33:34.5		38.13		5.53		123.4		3.15	6.13
33:35.5		38.13		5.55		123.4		3.15	6.14
33:36.5		38.14		5.54		123.5		3.15	6.14
33:37.5		38.13		5.54		123.5		3.15	6.14
33:38.5		38.13		5.53		123.6		3.15	6.14
33:39.5		38.13		5.52		123.7		3.16	6.14
33:40.5		38.13		5.54		123.7		3.16	6.14
33:41.5		38.13		5.54		123.8		3.16	6.14
33:42.5		38.14		5.54		123.8		3.16	6.15
33:43.5		38.13		5.53		123.9		3.16	6.15
33:44.5		38.13		5.53		123.9		3.16	6.15
33:45.5		38.13		5.53		124.0		3.17	6.15
33:46.5		38.14		5.53		124.1		3.17	6.15
33:47.5		38.13		5.52		124.1		3.17	6.15
33:48.5		38.13		5.54		124.2		3.17	6.16
33:49.5		38.13		5.54		124.2		3.17	6.16
33:50.5		38.13		5.54		124.3		3.17	6.16
33:51.5		38.13		5.52		124.4		3.17	6.16
33:52.5		38.13		5.53		124.4		3.18	6.16
33:53.5		38.13		5.54		124.5		3.18	6.16
33:54.5		38.13		5.52		124.5		3.18	6.16
33:55.5		38.13		5.52		124.6		3.18	6.17
33:56.5		38.13		5.54		124.6		3.18	6.17
33:57.5		38.13		5.53		124.7		3.18	6.17
33:58.5		38.13		5.54		124.8		3.19	6.17
33:59.5		38.13		5.53		124.8		3.19	6.17
34:00.5		38.13		5.52		124.9		3.19	6.17
34:01.5		38.12		5.54		124.9		3.19	6.18
34:02.5		38.12		5.52		125.0		3.19	6.18
34:03.5		38.12		5.53		125.1		3.19	6.18
34:04.4		38.12		5.54		125.1		3.19	6.18
34:05.5		38.12		5.54		125.2		3.20	6.18
34:06.4		38.11		5.51		125.2		3.20	6.18
34:07.5		38.11		5.54		125.3		3.20	6.18
34:08.5		38.10		5.53		125.4		3.20	6.19
34:09.5		38.10		5.52		125.4		3.20	6.19
34:10.5		38.09		5.53		125.5		3.20	6.19
34:11.5		38.09		5.53		125.5		3.21	6.19
34:12.5		38.08		5.53		125.6		3.21	6.19
34:13.5		38.08		5.54		125.6		3.21	6.19
34:14.4		38.07		5.53		125.7		3.21	6.20
34:15.5		38.06		5.53		125.8		3.21	6.20
34:16.5		38.06		5.52		125.8		3.21	6.20
34:17.5		38.05		5.52		125.9		3.21	6.20
34:18.5		38.04		5.53		125.9		3.22	6.20
34:19.5		38.04		5.52		126.0		3.22	6.20
34:20.5		38.04		5.54		126.1		3.22	6.20
34:21.5		38.03		5.55		126.1		3.22	6.21
34:22.5		38.02		5.53		126.2		3.22	6.21
34:23.5		38.02		5.54		126.2		3.22	6.21
34:24.5		38.01		5.52		126.3		3.23	6.21
34:25.5		38.01		5.53		126.3		3.23	6.21
34:26.5		38.00		5.52		126.4		3.23	6.21
34:27.5		38.00		5.52		126.5		3.23	6.22
34:28.5		38.00		5.51		126.5		3.23	6.22
34:29.5		38.00		5.53		126.6		3.23	6.22
34:30.5		38.00		5.52		126.6		3.23	6.22
34:31.5		37.99		5.53		126.7		3.24	6.22
34:32.5		37.99		5.51		126.8		3.24	6.22
34:33.5		37.99		5.53		126.8		3.24	6.22
34:34.4		37.99		5.54		126.9		3.24	6.23
34:35.5		37.99		5.52		126.9		3.24	6.23
34:36.5		37.99		5.52		127.0		3.24	6.23
34:37.5		37.99		5.53		127.0		3.25	6.23
34:38.4		37.99		5.52		127.1		3.25	6.23
34:39.5		37.99		5.53		127.2		3.25	6.23
34:40.4		37.99		5.53		127.2		3.25	6.24
34:41.5		37.99		5.52		127.3		3.25	6.24
34:42.5		37.99		5.52		127.3		3.25	6.24
34:43.5		37.99		5.52		127.4		3.25	6.24
34:44.5		37.99		5.52		127.5		3.26	6.24
34:45.5		37.99		5.53		127.5		3.26	6.24
34:46.5		37.99		5.53		127.6		3.26	6.24
34:47.4		37.99		5.51		127.6		3.26	6.25
34:48.5		37.99		5.52		127.7		3.26	6.25
34:49.4		37.99		5.51		127.7		3.26	6.25
34:50.5		37.99		5.52		127.8		3.27	6.25
34:51.4		37.99		5.53		127.9		3.27	6.25
34:52.5		37.99		5.53		127.9		3.27	6.25
34:53.4		37.99		5.53		128.0		3.27	6.26
34:54.5		37.99		5.53		128.0		3.27	6.26
34:55.5		37.99		5.50		128.1		3.27	6.26
34:56.5		37.99		5.52		128.2		3.27	6.26
34:57.4		37.99		5.51		128.2		3.28	6.26
34:58.5		37.99		5.52		128.3		3.28	6.26
34:59.4		37.99		5.53		128.3		3.28	6.26
35:00.5		37.99		5.52		128.4		3.28	6.27
35:01.4		37.99		5.50		128.4		3.28	6.27
35:02.4		37.99		5.52		128.5		3.28	6.27
35:03.5		37.99		5.53		128.6		3.28	6.27
35:04.5		37.99		5.53		128.6		3.29	6.27
35:05.4		37.99		5.52		128.7		3.29	6.27
35:06.4		37.99		5.53		128.7		3.29	6.28
35:07.5		37.99		5.52		128.8		3.29	6.28
35:08.4		37.99		5.52		128.9		3.29	6.28
35:09.5		37.99		5.52		128.9		3.29	6.28
35:10.4		37.99		5.53		129.0		3.30	6.28
35:11.5		37.99		5.51		129.0		3.30	6.28
35:12.4		37.99		5.52		129.1		3.30	6.28
35:13.5		37.99		5.52		129.1		3.30	6.29
35:14.4		37.99		5.52		129.2		3.30	6.29
35:15.4		37.99		5.50		129.3		3.30	6.29
35:16.4		37.99		5.53		129.3		3.30	6.29
35:17.4		37.99		5.53		129.4		3.31	6.29
35:18.5		37.99		5.51		129.4		3.31	6.29
35:19.4		37.99		5.53		129.5		3.31	6.29
35:20.5		37.99		5.51		129.6		3.31	6.30
35:21.4		37.99		5.53		129.6		3.31	6.30
35:22.5		37.99		5.53		129.7		3.31	6.30
35:23.4		37.99		5.52		129.7		3.32	6.30
35:24.5		37.99		5.52		129.8		3.32	6.30
35:25.4		37.99		5.53		129.8		3.32	6.30
35:26.5		37.99		5.53		129.9		3.32	6.31
35:27.4		37.99		5.50		130.0		3.32	6.31
35:28.5		37.99		5.50		130.0		3.32	6.31
35:29.4		37.99		5.50		130.1		3.32	6.31
35:30.4		37.99		5.52		130.1		3.33	6.31
35:31.4		37.99		5.52		130.2		3.33	6.31
35:32.4		37.99		5.53		130.2		3.33	6.31
35:33.4		37.99		5.53		130.3		3.33	6.32
35:34.4		37.99		5.54		130.4		3.33	6.32
35:35.5		37.99		5.51		130.4		3.33	6.32
35:36.4		37.99		5.52		130.5		3.34	6.32
35:37.5		37.99		5.52		130.5		3.34	6.32
35:38.4		37.99		5.54		130.6		3.34	6.32
35:39.5		37.99		5.53		130.7		3.34	6.33
35:40.4		37.99		5.54		130.7		3.34	6.33
35:41.5		37.98		5.51		130.8		3.34	6.33
35:42.4		37.99		5.51		130.8		3.34	6.33
35:43.5		37.99		5.49		130.9		3.35	6.33
35:44.4		37.99		5.52		130.9		3.35	6.33
35:45.4		37.99		5.52		131.0		3.35	6.33
35:46.4		37.98		5.52		131.1		3.35	6.34
35:47.4		37.99		5.51		131.1		3.35	6.34
35:48.4		37.99		5.53		131.2		3.35	6.34
35:49.4		37.99		5.51		131.2		3.36	6.34
35:50.4		37.99		5.50		131.3		3.36	6.34
35:51.4		37.99		5.51		131.4		3.36	6.34
35:52.4		37.99		5.51		131.4		3.36	6.35
35:53.4		37.99		5.52		131.5		3.36	6.35
35:54.5		37.99		5.52		131.5		3.36	6.35
35:55.4		37.99		5.52		131.6		3.36	6.35
35:56.5		37.99		5.52		131.6		3.37	6.35
35:57.4		37.99		5.53		131.7		3.37	6.35
35:58.4		37.99		5.52		131.8		3.37	6.35
35:59.4		37.99		5.52		131.8		3.37	6.36
36:00.4		37.99		5.52		131.9		3.37	6.36
36:01.5		37.99		5.52		131.9		3.37	6.36
36:02.4		37.98		5.51		132.0		3.38	6.36
36:03.4		37.99		5.51		132.1		3.38	6.36
36:04.4		37.99		5.52		132.1		3.38	6.36
36:05.4		37.99		5.51		132.2		3.38	6.37
36:06.4		37.99		5.52		132.2		3.38	6.37
36:07.4		37.98		5.51		132.3		3.38	6.37
36:08.4		37.99		5.53		132.3		3.38	6.37
36:09.4		37.99		5.51		132.4		3.39	6.37
36:10.4		37.99		5.53		132.5		3.39	6.37
36:11.4		37.98		5.52		132.5		3.39	6.37
36:12.4		37.99		5.51		132.6		3.39	6.38
36:13.4		37.98		5.52		132.6		3.39	6.38
36:14.4		37.99		5.51		132.7		3.39	6.38
36:15.4		37.99		5.51		132.8		3.40	6.38
36:16.4		37.98		5.51		132.8		3.40	6.38
36:17.4		37.99		5.52		132.9		3.40	6.38
36:18.4		37.98		5.51		132.9		3.40	6.39
36:19.4		37.98		5.51		133.0		3.40	6.39
36:20.4		37.99		5.49		133.0		3.40	6.39
36:21.4		37.99		5.52		133.1		3.40	6.39
36:22.4		37.99		5.50		133.2		3.41	6.39
36:23.4		37.99		5.50		133.2		3.41	6.39
36:24.5		37.98		5.51		133.3		3.41	6.39
36:25.4		37.99		5.50		133.3		3.41	6.40
36:26.4		37.98		5.50		133.4		3.41	6.40
36:27.4		37.98		5.50		133.4		3.41	6.40
36:28.4		37.98		5.50		133.5		3.42	6.40
36:29.4		37.99		5.51		133.6		3.42	6.40
36:30.4		37.99		5.51		133.6		3.42	6.40
36:31.4		37.98		5.51		133.7		3.42	6.41
36:32.4		37.98		5.52		133.7		3.42	6.41
36:33.4		37.98		5.52		133.8		3.42	6.41
36:34.4		37.98		5.51		133.9		3.42	6.41
36:35.4		37.99		5.50		133.9		3.43	6.41
36:36.4		37.98		5.50		134.0		3.43	6.41
36:37.4		37.98		5.50		134.0		3.43	6.41
36:38.4		37.99		5.52		134.1		3.43	6.42
36:39.4		37.98		5.52		134.1		3.43	6.42
36:40.4		37.99		5.51		134.2		3.43	6.42
36:41.4		37.98		5.50		134.3		3.44	6.42
36:42.4		37.98		5.50		134.3		3.44	6.42
36:43.4		37.98		5.51		134.4		3.44	6.42
36:44.4		37.98		5.49		134.4		3.44	6.42
36:45.4		37.98		5.51		134.5		3.44	6.43
36:46.4		37.98		5.51		134.6		3.44	6.43
36:47.4		37.98		5.53		134.6		3.44	6.43
36:48.4		37.98		5.51		134.7		3.45	6.43
36:49.4		37.98		5.52		134.7		3.45	6.43
36:50.4		37.98		5.50		134.8		3.45	6.43
36:51.4		37.97		5.51		134.8		3.45	6.44
36:52.4		37.97		5.51		134.9		3.45	6.44
36:53.4		37.97		5.52		135.0		3.45	6.44
36:54.4		37.97		5.49		135.0		3.45	6.44
36:55.4		37.96		5.50		135.1		3.46	6.44
36:56.4		37.95		5.49		135.1		3.46	6.44
36:57.4		37.95		5.50		135.2		3.46	6.44
36:58.4		37.95		5.51		135.3		3.46	6.45
36:59.4		37.94		5.53		135.3		3.46	6.45
37:00.4		37.94		5.52		135.4		3.46	6.45
37:01.4		37.94		5.50		135.4		3.47	6.45
37:02.4		37.93		5.51		135.5		3.47	6.45
37:03.4		37.93		5.51		135.5		3.47	6.45
37:04.4		37.91		5.49		135.6		3.47	6.46
37:05.4		37.91		5.51		135.7		3.47	6.46
37:06.4		37.91		5.50		135.7		3.47	6.46
37:07.4		37.90		5.49		135.8		3.47	6.46
37:08.4		37.89		5.50		135.8		3.48	6.46
37:09.4		37.88		5.51		135.9		3.48	6.46
37:10.4		37.88		5.50		135.9		3.48	6.46
37:11.4		37.87		5.51		136.0		3.48	6.47
37:12.4		37.87		5.50		136.1		3.48	6.47
37:13.4		37.87		5.50		136.1		3.48	6.47
37:14.4		37.86		5.51		136.2		3.49	6.47
37:15.4		37.86		5.51		136.2		3.49	6.47
37:16.4		37.85		5.50		136.3		3.49	6.47
37:17.4		37.85		5.51		136.4		3.49	6.48
37:18.4		37.85		5.51		136.4		3.49	6.48
37:19.4		37.85		5.51		136.5		3.49	6.48
37:20.4		37.85		5.52		136.5		3.49	6.48
37:21.4		37.84		5.50		136.6		3.50	6.48
37:22.4		37.84		5.51		136.6		3.50	6.48
37:23.4		37.84		5.51		136.7		3.50	6.48
37:24.4		37.84		5.51		136.8		3.50	6.49
37:25.4		37.84		5.50		136.8		3.50	6.49
37:26.4		37.84		5.49		136.9		3.50	6.49
37:27.4		37.84		5.48		136.9		3.51	6.49
37:28.4		37.84		5.50		137.0		3.51	6.49
37:29.4		37.84		5.51		137.0		3.51	6.49
37:30.4		37.84		5.49		137.1		3.51	6.50
37:31.4		37.84		5.49		137.2		3.51	6.50
37:32.4		37.84		5.50		137.2		3.51	6.50
37:33.4		37.84		5.51		137.3		3.51	6.50
37:34.4		37.84		5.51		137.3		3.52	6.50
37:35.4		37.84		5.50		137.4		3.52	6.50
37:36.4		37.84		5.51		137.5		3.52	6.50
37:37.4		37.84		5.49		137.5		3.52	6.51
37:38.4		37.84		5.50		137.6		3.52	6.51
37:39.4		37.84		5.49		137.6		3.52	6.51
37:40.4		37.84		5.50		137.7		3.53	6.51
37:41.4		37.84		5.51		137.7		3.53	6.51
37:42.4		37.84		5.51		137.8		3.53	6.51
37:43.4		37.84		5.50		137.9		3.53	6.52
37:44.4		37.84		5.50		137.9		3.53	6.52
37:45.4		37.84		5.51		138.0		3.53	6.52
37:46.4		37.84		5.50		138.0		3.53	6.52
37:47.4		37.84		5.50		138.1		3.54	6.52
37:48.4		37.84		5.52		138.1		3.54	6.52
37:49.4		37.84		5.49		138.2		3.54	6.52
37:50.4		37.83		5.50		138.3		3.54	6.53
37:51.4		37.84		5.50		138.3		3.54	6.53
37:52.4		37.84		5.48		138.4		3.54	6.53
37:53.4		37.84		5.50		138.4		3.55	6.53
37:54.4		37.84		5.50		138.5		3.55	6.53
37:55.4		37.84		5.50		138.5		3.55	6.53
37:56.4		37.84		5.49		138.6		3.55	6.53
37:57.4		37.84		5.49		138.7		3.55	6.54
37:58.4		37.84		5.50		138.7		3.55	6.54
37:59.4		37.84		5.49		138.8		3.55	6.54
38:00.4		37.84		5.51		138.8		3.56	6.54
38:01.4		37.83		5.49		138.9		3.56	6.54
38:02.4		37.84		5.51		139.0		3.56	6.54
38:03.4		37.84		5.50		139.0		3.56	6.55
38:04.4		37.84		5.50		139.1		3.56	6.55
38:05.4		37.84		5.49		139.1		3.56	6.55
38:06.4		37.84		5.50		139.2		3.57	6.55
38:07.4		37.83		5.49		139.2		3.57	6.55
38:08.4		37.84		5.50		139.3		3.57	6.55
38:09.4		37.84		5.50		139.4		3.57	6.55
38:10.4		37.84		5.49		139.4		3.57	6.56
38:11.4		37.84		5.49		139.5		3.57	6.56
38:12.4		37.84		5.48		139.5		3.57	6.56
38:13.4		37.84		5.50		139.6		3.58	6.56
38:14.4		37.84		5.50		139.6		3.58	6.56
38:15.4		37.84		5.48		139.7		3.58	6.56
38:16.4		37.84		5.50		139.8		3.58	6.57
38:17.4		37.84		5.50		139.8		3.58	6.57
38:18.4		37.84		5.49		139.9		3.58	6.57
38:19.4		37.84		5.50		139.9		3.58	6.57
38:20.4		37.84		5.48		140.0		3.59	6.57
38:21.4		37.84		5.50		140.1		3.59	6.57
38:22.4		37.83		5.49		140.1		3.59	6.57
38:23.4		37.84		5.49		140.2		3.59	6.58
38:24.4		37.84		5.50		140.2		3.59	6.58
38:25.4		37.84		5.49		140.3		3.59	6.58
38:26.4		37.84		5.49		140.3		3.60	6.58
38:27.4		37.83		5.49		140.4		3.60	6.58
38:28.4		37.83		5.52		140.5		3.60	6.58
38:29.4		37.83		5.50		140.5		3.60	6.59
38:30.4		37.84		5.50		140.6		3.60	6.59
38:31.4		37.83		5.48		140.6		3.60	6.59
38:32.4		37.84		5.51		140.7		3.60	6.59
38:33.4		37.83		5.49		140.7		3.61	6.59
38:34.4		37.84		5.50		140.8		3.61	6.59
38:35.4		37.84		5.49		140.9		3.61	6.59
38:36.4		37.83		5.50		140.9		3.61	6.60
38:37.4		37.84		5.50		141.0		3.61	6.60
38:38.4		37.84		5.49		141.0		3.61	6.60
38:39.4		37.84		5.50		141.1		3.62	6.60
38:40.4		37.83		5.49		141.1		3.62	6.60
